timestamp,subscription_id,resource_group,region,service_type,units_used,provision_capacity,cost_use,availability,external_holiday,internal_maintenance,forecast
2021-06-06,sub-64491,rg-834,Central US,Cosmos DB,803,1289,0.34,92.52,0,0,831.6919
2025-11-22,sub-47009,rg-754,West Europe,Storage Account,412,442,2.46,91.83,0,0,209.74185
2024-10-08,sub-12587,rg-435,NORTH EUROPE,App Service,463,738,46.66,91.84,0,0,502.82156
2021-09-17,sub-29787,rg-629,Central US,STORAGE ACCOUNT,491,530,37.34,93.0,0,0,376.2476
2023-12-02,sub-51994,rg-851,Central US,Storage Account,912,1308,11.11,90.15,0,0,977.3592
2022-05-27,sub-28428,rg-734,West Europe,functions,673,948,3.56,96.44,0,0,678.58295
2025-11-26,sub-43742,rg-860,East US,Functions,263,487,27.62,97.2,0,0,269.75464
2023-06-22,sub-90291,rg-692,East US,VIRTUAL MACHINE,661,1031,27.45,97.04,0,0,788.56854
2023-10-19,sub-45586,rg-877,east us,Storage Account,881,905,3.89,93.35,0,0,704.7507
2022-03-15,sub-96231,rg-473,Central US,FUNCTIONS,573,974,13.09,95.8,0,0,663.9419
2024-09-13,sub-78377,rg-832,North Europe,Storage Account,170,466,0.56,92.6,0,0,196.98395
2021-10-25,sub-90464,rg-648,EAST US,SQL Database,358,490,7.9,91.47,0,1,289.08554
2022-03-04,sub-32252,rg-471,southeast asia,app service,971,1071,36.22,95.5,0,0,787.9594
2024-09-14,sub-41558,rg-300,West US,App Service,583,653,27.06,94.19,0,0,419.98157
2023-10-11,sub-49863,rg-234,West US,Functions,427,673,9.9,92.94,1,0,446.97882
2022-08-01,sub-94599,rg-511,east us,App Service,388,812,35.06,90.46,0,0,533.31
2024-05-04,sub-64487,rg-299,East US,Virtual Machine,594,594,43.18,93.57,0,0,407.68387
2024-09-02,sub-78140,rg-515,West US,Virtual Machine,303,549,10.51,93.21,0,0,291.08804
2021-09-06,sub-25206,rg-844,West US,Virtual Machine,367,478,26.01,91.96,1,0,235.97702
2024-06-26,sub-55697,rg-389,North Europe,cosmos db,641,921,19.7,99.98,0,0,657.96796
2023-12-20,sub-85880,rg-877,West US,Storage Account,398,639,35.16,95.58,1,0,389.45673
2025-10-27,sub-77101,rg-687,East US,App Service,367,639,0.5,95.43,0,0,452.29346
2023-09-25,sub-79152,rg-426,Central US,Cosmos DB,54,71,18.93,97.0,0,0,68.29185
2025-03-18,sub-58002,rg-410,North Europe,functions,295,698,42.2,90.15,0,0,477.50748
2023-01-18,sub-26064,rg-572,Southeast Asia,Functions,170,456,33.33,92.73,0,0,220.99817
2024-03-01,sub-82701,rg-688,East US,functions,81,272,14.62,94.88,0,0,125.18175
2024-04-19,sub-79613,rg-580,West US,App Service,525,636,29.06,90.04,0,0,430.0443
2022-12-30,sub-66036,rg-514,West Europe,SQL Database,460,552,11.54,94.64,0,0,325.21805
2024-09-08,sub-98783,rg-417,West US,Cosmos DB,896,1040,42.25,90.5,0,0,816.133
2022-05-21,sub-97498,rg-389,central us,App Service,6,274,29.23,95.52,1,0,70.08202
2025-05-27,sub-64977,rg-143,Southeast Asia,Storage Account,778,821,30.47,95.45,0,0,673.5435
2025-05-26,sub-59480,rg-639,East US,Virtual Machine,476,511,11.52,95.69,0,0,355.32446
2021-07-22,sub-27284,rg-112,East US,Virtual Machine,131,563,21.37,94.72,0,0,295.26074
2022-07-16,sub-36568,rg-762,Southeast Asia,SQL DATABASE,71,459,42.94,94.0,0,0,219.11443
2024-03-15,sub-28782,rg-410,East US,App Service,256,455,35.64,91.73,0,0,235.97702
2021-03-12,sub-55284,rg-519,West Europe,COSMOS DB,997,1317,5.73,91.5,0,0,926.146
2023-06-24,sub-42673,rg-429,EAST US,sql database,720,1070,26.22,99.39,1,0,784.1834
2025-05-01,sub-11080,rg-988,East US,SQL Database,48,393,46.76,96.31,1,0,176.29073
2025-10-25,sub-31096,rg-429,West Europe,SQL Database,928,1030,41.01,96.23,0,0,775.6953
2025-10-25,sub-34971,rg-159,WEST EUROPE,Functions,306,523,49.47,99.22,0,0,357.88678
2021-05-12,sub-82924,rg-219,Central US,Cosmos DB,957,1349,39.44,95.74,0,0,935.7424
2022-02-23,sub-85719,rg-110,east us,App Service,20,103,29.81,91.8,0,0,68.29185
2023-10-08,sub-70344,rg-621,East US,Virtual Machine,280,486,38.48,95.89,0,0,248.6162
2023-09-28,sub-67807,rg-194,Southeast Asia,Functions,718,1047,1.13,99.17,0,1,783.6027
2024-06-17,sub-70505,rg-480,east us,Functions,980,1325,0.11,92.85,0,0,921.2809
2023-05-03,sub-67396,rg-852,Central US,Functions,903,1214,35.79,96.96,0,0,860.659
2023-04-10,sub-50094,rg-104,West Europe,Virtual Machine,858,940,12.86,91.75,0,0,701.3507
2024-01-06,sub-84832,rg-842,East US,App Service,764,897,11.43,97.68,0,0,642.7448
2021-08-10,sub-29836,rg-257,West Europe,SQL Database,671,776,48.35,97.96,0,0,533.88116
2024-10-10,sub-21119,rg-470,Southeast Asia,SQL Database,212,292,3.09,98.97,0,0,137.03433
2024-11-17,sub-10087,rg-569,North Europe,SQL Database,107,121,39.38,95.36,0,0,72.17251
2023-11-01,sub-32453,rg-244,West Europe,storage account,95,97,27.19,91.77,0,0,72.35337
2024-04-08,sub-49020,rg-564,Central US,Cosmos DB,202,242,10.05,98.7,0,1,117.5233
2024-11-25,sub-59388,rg-627,North Europe,cosmos db,655,689,24.05,95.65,0,0,459.60733
2021-05-26,sub-86749,rg-743,WEST US,Functions,896,944,10.61,90.63,0,0,702.1776
2022-07-30,sub-21425,rg-953,west europe,Functions,379,845,30.97,97.16,0,0,540.519
2023-05-14,sub-88011,rg-212,East US,Virtual Machine,401,759,11.53,90.32,1,0,490.51602
2023-04-29,sub-96229,rg-447,East US,sql database,167,523,24.26,97.55,0,0,280.85324
2022-11-08,sub-43520,rg-873,West Europe,SQL Database,148,431,7.58,99.9,0,0,220.99953
2024-10-21,sub-51799,rg-502,EAST US,Cosmos DB,874,1070,48.58,96.93,0,0,795.4437
2025-02-10,sub-20819,rg-154,southeast asia,Cosmos DB,645,927,48.03,92.35,0,1,652.6967
2021-03-04,sub-73193,rg-296,East US,App Service,984,1057,37.85,95.28,0,0,793.04443
2022-12-14,sub-58058,rg-379,West Europe,App Service,941,1400,44.41,98.38,0,0,952.84924
2021-03-24,sub-81336,rg-809,north europe,Cosmos DB,390,557,14.78,93.9,0,0,345.03012
2023-07-31,sub-26776,rg-525,North Europe,Functions,884,1006,16.11,94.58,0,0,773.1786
2022-02-07,sub-56902,rg-151,East US,Storage Account,174,349,32.75,92.26,0,0,180.49004
2025-02-04,sub-89119,rg-234,West Europe,Storage Account,345,691,8.29,90.69,0,0,474.5453
2024-09-06,sub-39135,rg-621,North Europe,SQL Database,898,1134,41.2,91.67,0,0,815.4639
2022-07-01,sub-50158,rg-626,East US,App Service,336,715,34.26,98.95,0,0,432.993
2025-04-26,sub-96909,rg-576,West Europe,Functions,117,318,44.74,96.65,0,0,187.68436
2022-05-28,sub-70241,rg-842,North Europe,Functions,948,1372,1.84,92.94,0,0,937.55927
2025-10-07,sub-95227,rg-866,West Europe,Virtual Machine,847,1180,5.01,98.91,0,0,850.9773
2024-01-16,sub-16552,rg-923,East US,storage account,488,826,7.55,98.87,0,0,518.011
2023-07-17,sub-99767,rg-535,WEST EUROPE,Cosmos DB,794,888,20.25,99.6,0,0,623.5618
2022-09-17,sub-11128,rg-990,West Europe,sql database,385,729,36.41,95.58,0,0,471.53082
2025-02-09,sub-72764,rg-993,Central US,Virtual Machine,975,1160,49.53,95.62,0,0,895.5679
2024-09-03,sub-29595,rg-270,West Europe,VIRTUAL MACHINE,72,205,37.85,97.31,0,0,80.9154
2025-06-19,sub-70557,rg-519,WEST US,Storage Account,143,329,34.23,99.01,0,0,156.85118
2021-06-18,sub-36028,rg-404,East US,Virtual Machine,396,729,23.41,90.39,0,0,457.75714
2023-07-19,sub-44401,rg-771,Southeast Asia,App Service,330,760,4.81,98.35,0,0,469.97433
2025-05-16,sub-61780,rg-724,West Europe,FUNCTIONS,980,1178,3.34,90.88,0,0,863.16254
2021-01-03,sub-16752,rg-120,East US,SQL DATABASE,427,450,37.74,95.79,0,0,321.17087
2022-10-24,sub-32204,rg-852,North Europe,virtual machine,71,260,10.11,94.45,0,0,145.7108
2021-04-07,sub-92723,rg-105,Central US,VIRTUAL MACHINE,830,1223,7.93,93.04,0,0,882.493
2023-08-24,sub-61304,rg-209,West US,Functions,525,844,38.85,97.39,0,0,565.7662
2021-01-14,sub-61369,rg-931,West Europe,SQL Database,887,1251,41.1,91.81,0,0,876.59393
2023-03-16,sub-18438,rg-603,North Europe,VIRTUAL MACHINE,374,444,32.57,93.98,0,0,223.21913
2024-11-27,sub-66599,rg-990,West Europe,App Service,651,761,43.43,97.55,0,0,555.27655
2022-12-25,sub-31137,rg-412,Southeast Asia,Storage Account,167,178,28.94,94.03,0,0,91.852394
2023-03-21,sub-13360,rg-633,SOUTHEAST ASIA,Cosmos DB,558,900,22.59,99.28,1,0,592.2618
2024-08-14,sub-71535,rg-123,East US,Cosmos DB,411,421,4.67,92.54,0,0,225.05458
2024-09-21,sub-78667,rg-362,West US,Virtual Machine,942,1096,9.51,95.76,0,0,789.2574
2021-10-27,sub-11023,rg-715,East US,Virtual Machine,311,380,47.31,95.26,0,0,195.33655
2023-04-24,sub-72979,rg-365,CENTRAL US,Storage Account,42,360,1.67,98.76,0,1,130.07967
2025-11-23,sub-46983,rg-623,West Europe,APP SERVICE,710,978,41.29,92.74,0,0,791.26544
2025-12-31,sub-27610,rg-467,Southeast Asia,Cosmos DB,116,256,16.97,97.79,0,1,135.9511
2022-08-15,sub-83221,rg-884,East US,FUNCTIONS,144,534,27.5,94.84,0,0,280.85324
2025-02-06,sub-64827,rg-105,East US,Cosmos DB,725,1155,19.07,96.56,0,0,840.282
2025-06-20,sub-83165,rg-455,Central US,App Service,572,721,14.1,99.77,0,1,466.99216
2024-01-24,sub-15876,rg-896,Central US,Cosmos DB,676,835,31.27,94.17,0,1,576.4158
2024-06-29,sub-71194,rg-594,NORTH EUROPE,Storage Account,629,644,36.78,91.72,0,0,510.30402
2023-05-09,sub-83867,rg-421,West US,APP SERVICE,179,474,27.87,95.02,0,0,216.71512
2021-08-05,sub-75851,rg-530,Central US,Functions,822,892,29.56,91.82,1,0,649.2078
2025-06-21,sub-34710,rg-746,NORTH EUROPE,Cosmos DB,117,238,1.38,91.23,0,0,104.75719
2023-10-23,sub-36614,rg-520,Central US,App Service,355,462,44.39,94.38,0,0,278.94894
2024-03-18,sub-30949,rg-693,Central US,FUNCTIONS,321,630,31.22,99.33,0,0,354.83218
2022-05-07,sub-83261,rg-848,southeast asia,SQL Database,99,316,38.85,99.35,0,0,137.8203
2021-04-30,sub-85611,rg-376,North Europe,SQL Database,585,925,36.87,92.26,0,0,683.21594
2023-10-10,sub-48751,rg-978,East US,Virtual Machine,439,765,1.22,98.77,0,0,557.99335
2022-11-22,sub-65072,rg-444,North Europe,Functions,654,941,19.81,93.01,1,1,677.93286
2022-02-26,sub-12802,rg-574,Southeast Asia,Storage Account,515,522,10.9,92.28,1,0,348.56604
2022-10-10,sub-27648,rg-611,East US,Virtual Machine,180,582,26.17,96.37,0,0,290.15518
2022-11-16,sub-10608,rg-308,WEST US,SQL Database,196,257,42.93,90.16,0,0,146.4731
2021-11-06,sub-31553,rg-792,East US,Cosmos DB,369,803,10.34,90.3,0,0,505.20303
2021-01-27,sub-77844,rg-851,West US,Virtual Machine,381,668,41.3,93.1,0,0,399.86856
2021-09-29,sub-11063,rg-194,North Europe,Virtual Machine,902,1322,37.02,95.26,0,0,913.1818
2021-09-07,sub-34155,rg-868,West Europe,Storage Account,540,804,7.22,95.79,0,0,560.1172
2022-09-27,sub-72979,rg-641,West US,Functions,739,976,1.45,91.53,0,0,773.1048
2023-05-25,sub-54958,rg-255,East US,Storage Account,555,565,2.51,97.76,0,0,352.59625
2022-04-17,sub-86433,rg-576,west us,Virtual Machine,355,708,20.84,91.91,0,0,374.7807
2024-05-22,sub-93212,rg-840,southeast asia,STORAGE ACCOUNT,92,564,26.22,90.82,0,0,268.84042
2023-01-31,sub-27039,rg-259,East US,SQL Database,571,828,26.44,90.4,0,0,619.64374
2022-08-22,sub-12885,rg-531,North Europe,App Service,11,238,11.51,92.5,0,0,116.8367
2024-05-02,sub-81254,rg-320,Central US,Functions,558,897,11.98,99.71,0,0,593.87524
2021-12-01,sub-96934,rg-557,Central US,SQL Database,958,1361,6.69,97.13,0,0,919.0023
2021-08-20,sub-66941,rg-620,West Europe,Virtual Machine,635,948,2.07,96.27,0,0,678.58295
2022-02-22,sub-39587,rg-219,East US,Virtual Machine,85,519,44.77,97.88,0,0,251.0155
2025-09-19,sub-13740,rg-591,North Europe,COSMOS DB,645,785,20.67,90.72,0,0,560.3552
2024-09-24,sub-98678,rg-657,west europe,App Service,378,662,47.97,98.97,0,0,374.85794
2022-07-29,sub-31607,rg-224,Central US,COSMOS DB,650,821,27.46,93.48,0,0,618.6335
2022-11-25,sub-19988,rg-528,Southeast Asia,Virtual Machine,669,740,14.7,91.43,0,0,535.3327
2023-05-19,sub-59584,rg-561,NORTH EUROPE,SQL Database,607,1021,49.51,94.97,0,0,775.6953
2021-05-25,sub-67138,rg-366,WEST EUROPE,Functions,856,1162,20.14,90.36,0,1,845.7769
2024-12-17,sub-94905,rg-873,West Europe,COSMOS DB,871,1031,13.39,98.75,0,0,783.99194
2024-09-27,sub-53429,rg-436,North Europe,Virtual Machine,108,561,1.83,94.68,0,0,240.75223
2022-01-01,sub-63499,rg-604,Central US,Storage Account,905,1043,37.79,95.2,0,0,783.0802
2025-03-07,sub-60200,rg-845,West Europe,SQL Database,129,397,14.99,90.27,0,0,145.57614
2024-06-15,sub-73365,rg-419,West Europe,storage account,879,1357,36.52,90.55,0,0,893.7982
2023-10-05,sub-70274,rg-168,North Europe,SQL Database,662,1009,35.36,99.44,0,0,679.81744
2024-02-28,sub-56718,rg-378,Central US,Cosmos DB,165,445,3.87,98.66,0,0,213.82928
2025-08-16,sub-60099,rg-657,west europe,Functions,380,545,21.91,97.28,0,0,297.64117
2021-07-10,sub-25428,rg-196,Southeast Asia,Cosmos DB,912,1358,21.33,98.46,0,0,918.60345
2021-06-17,sub-10211,rg-795,NORTH EUROPE,Virtual Machine,995,1150,44.35,94.16,0,0,851.62885
2025-04-17,sub-44068,rg-834,WEST EUROPE,App Service,350,705,11.88,90.96,0,1,429.24197
2025-08-23,sub-52471,rg-129,Central US,SQL Database,670,942,9.4,94.0,0,1,679.9121
2023-06-10,sub-30218,rg-860,West Europe,FUNCTIONS,524,572,18.49,93.31,0,0,400.7768
2021-11-14,sub-72242,rg-614,West Europe,Storage Account,374,566,42.43,99.08,0,0,327.75153
2022-04-19,sub-16461,rg-577,North Europe,Virtual Machine,369,755,21.36,91.81,0,0,437.09503
2025-08-01,sub-13049,rg-587,East US,Storage Account,712,1058,33.9,98.48,1,0,784.1834
2022-05-16,sub-83673,rg-982,Southeast Asia,APP SERVICE,905,1152,29.87,90.56,1,0,852.4672
2023-04-10,sub-70258,rg-160,southeast asia,Virtual Machine,195,318,11.47,90.67,0,0,161.1157
2022-12-24,sub-32020,rg-887,WEST US,App Service,844,1171,16.04,91.03,0,0,917.7633
2023-10-20,sub-51674,rg-578,West Europe,virtual machine,532,535,19.42,92.56,0,0,401.49948
2025-01-05,sub-94750,rg-345,East US,Cosmos DB,24,88,31.88,97.0,0,0,68.29185
2023-08-05,sub-73465,rg-630,CENTRAL US,SQL Database,19,211,6.55,95.64,0,0,99.21776
2025-07-15,sub-71802,rg-427,Southeast Asia,Virtual Machine,466,555,41.2,96.22,0,0,308.09003
2022-01-12,sub-51724,rg-452,North Europe,Storage Account,515,608,43.61,92.99,0,0,419.5313
2022-11-16,sub-94538,rg-518,Southeast Asia,Cosmos DB,810,937,27.41,90.54,0,0,676.63794
2022-02-28,sub-18286,rg-962,central us,Storage Account,559,671,5.65,91.07,0,0,458.78784
2023-06-25,sub-50772,rg-202,West US,Virtual Machine,55,76,10.3,99.8,0,0,72.91091
2022-01-16,sub-76532,rg-873,West Europe,Functions,437,483,18.22,93.64,0,0,274.4216
2024-05-11,sub-62142,rg-869,SOUTHEAST ASIA,SQL Database,865,1050,11.35,96.97,0,0,776.34064
2022-07-28,sub-65918,rg-457,southeast asia,Storage Account,611,951,19.01,97.44,0,0,639.62177
2025-07-08,sub-77386,rg-552,North Europe,Virtual Machine,921,1045,14.62,96.9,0,0,800.4991
2025-11-10,sub-29680,rg-949,East US,app service,353,624,44.31,96.48,0,0,413.2674
2021-10-20,sub-44888,rg-505,Southeast Asia,Storage Account,905,1257,5.97,98.85,0,0,905.3803
2022-02-27,sub-79950,rg-396,east us,App Service,153,186,18.05,96.73,0,0,91.852394
2022-07-29,sub-16995,rg-506,Southeast Asia,Functions,759,952,33.39,99.28,0,0,696.7478
2024-12-25,sub-32806,rg-266,EAST US,Cosmos DB,235,660,12.05,90.97,0,0,414.61008
2024-05-27,sub-27489,rg-188,Central US,App Service,722,1048,19.53,94.96,0,0,757.29364
2023-09-03,sub-52207,rg-947,North Europe,App Service,900,906,7.72,99.15,0,0,740.8826
2021-10-11,sub-99943,rg-598,West US,Functions,966,992,45.54,94.13,0,0,753.8566
2023-09-28,sub-40938,rg-472,SOUTHEAST ASIA,Storage Account,541,837,49.17,95.44,0,0,587.2676
2024-05-21,sub-97806,rg-516,West US,VIRTUAL MACHINE,874,982,30.98,91.6,0,0,813.3527
2024-11-23,sub-40233,rg-505,East US,storage account,587,606,0.88,97.64,1,0,408.7305
2023-04-18,sub-87901,rg-863,Central US,Storage Account,152,171,48.92,97.46,0,0,87.220375
2025-06-04,sub-66753,rg-523,WEST US,App Service,12,371,32.7,96.81,0,0,116.33729
2025-06-11,sub-85960,rg-831,West Europe,Virtual Machine,131,188,31.1,93.83,0,0,91.852394
2025-07-27,sub-81433,rg-657,Central US,VIRTUAL MACHINE,135,600,34.97,97.39,0,1,266.89673
2022-05-04,sub-98144,rg-632,West US,Storage Account,293,359,16.58,93.41,0,0,186.73753
2023-10-10,sub-23615,rg-107,North Europe,Cosmos DB,997,1091,20.41,97.16,0,0,788.1432
2022-05-03,sub-42001,rg-192,East US,Storage Account,758,764,40.61,98.26,0,0,561.0458
2025-04-22,sub-51569,rg-362,southeast asia,cosmos db,787,995,26.09,90.16,0,0,769.6107
2023-11-02,sub-26730,rg-228,West US,Cosmos DB,734,758,39.78,98.16,0,0,593.4356
2021-09-14,sub-54549,rg-992,West Europe,storage account,484,490,35.87,98.45,0,0,293.31436
2021-11-26,sub-57174,rg-192,Central US,SQL Database,351,407,27.16,98.95,0,0,210.092
2024-02-28,sub-22415,rg-378,Southeast Asia,Cosmos DB,311,504,40.01,97.23,0,0,248.6162
2021-11-30,sub-87753,rg-784,west us,SQL DATABASE,135,229,33.67,97.58,0,0,100.26476
2021-02-28,sub-91452,rg-217,Central US,App Service,269,565,12.09,90.21,0,0,302.00644
2022-12-16,sub-10259,rg-505,East US,Virtual Machine,747,1114,34.82,90.74,0,0,814.29755
2023-11-01,sub-45907,rg-526,Southeast Asia,Functions,894,915,48.76,93.46,0,0,687.9204
2022-07-08,sub-93384,rg-775,East US,App Service,103,103,33.31,90.22,0,0,85.31315
2025-06-30,sub-68464,rg-692,West US,Functions,374,737,33.58,99.59,0,0,435.29822
2024-10-15,sub-85221,rg-195,Southeast Asia,Functions,603,612,44.9,98.8,0,0,372.92886
2024-07-09,sub-22459,rg-898,North Europe,VIRTUAL MACHINE,902,1124,2.61,91.14,0,0,815.20294
2024-11-02,sub-30907,rg-228,West Europe,App Service,547,803,7.55,91.47,0,0,561.5103
2021-12-09,sub-64386,rg-184,Southeast Asia,Functions,686,796,26.77,97.34,0,0,542.0743
2023-07-30,sub-34513,rg-636,Central US,Virtual Machine,703,870,6.35,99.4,0,0,615.8995
2021-03-16,sub-26275,rg-388,East US,App Service,584,682,30.93,94.56,0,0,471.53082
2023-03-31,sub-51555,rg-699,Southeast Asia,Functions,91,144,0.64,99.79,0,0,77.61963
2023-03-22,sub-91681,rg-880,East US,Storage Account,578,860,24.16,99.18,0,0,611.61505
2025-06-30,sub-92469,rg-794,North Europe,SQL Database,909,1185,0.49,96.4,0,0,851.74164
2024-04-15,sub-13453,rg-681,North Europe,Cosmos DB,871,1169,30.75,97.57,0,0,849.84924
2021-02-14,sub-38571,rg-645,East US,SQL Database,665,721,27.25,92.75,0,0,478.70322
2024-03-18,sub-50351,rg-240,southeast asia,Cosmos DB,696,1066,27.36,96.38,0,0,753.7603
2024-11-09,sub-54428,rg-627,West US,Storage Account,513,910,19.67,94.15,0,0,657.96796
2021-11-22,sub-67705,rg-157,West US,Storage Account,530,995,34.08,99.97,0,0,581.6372
2024-07-02,sub-73442,rg-477,North Europe,cosmos db,975,1385,21.82,97.84,0,0,935.565
2023-02-20,sub-78139,rg-863,Southeast Asia,Cosmos DB,257,674,4.62,92.86,0,0,395.13367
2023-06-18,sub-10368,rg-781,north europe,SQL Database,516,572,44.04,97.78,0,0,382.59647
2021-04-16,sub-23276,rg-263,Southeast Asia,Virtual Machine,381,780,49.8,94.66,1,0,588.23834
2025-03-28,sub-18374,rg-592,Central US,sql database,475,814,33.72,94.35,0,0,549.8686
2021-07-24,sub-68325,rg-240,East US,SQL Database,304,403,35.59,90.64,0,0,230.36418
2022-11-27,sub-25993,rg-625,WEST US,Storage Account,191,585,42.26,90.43,0,0,258.96387
2023-10-04,sub-10933,rg-732,North Europe,SQL Database,666,1015,4.57,96.97,0,0,770.41016
2021-06-17,sub-82228,rg-130,North Europe,SQL Database,11,101,4.23,99.44,0,0,61.93577
2024-10-16,sub-95495,rg-234,East US,Virtual Machine,626,839,15.5,93.36,0,0,618.6335
2024-11-22,sub-32981,rg-483,Southeast Asia,Storage Account,234,581,22.32,97.56,0,0,356.64685
2025-03-21,sub-45111,rg-303,West Europe,Virtual Machine,311,385,3.99,95.39,0,0,218.01738
2025-05-22,sub-29267,rg-482,Southeast Asia,cosmos db,961,1359,14.42,94.52,0,0,921.48016
2022-03-14,sub-97025,rg-218,North Europe,APP SERVICE,888,889,6.81,90.35,0,0,771.5763
2023-04-22,sub-75554,rg-256,Southeast Asia,App Service,893,1253,46.56,99.99,0,0,860.7531
2025-11-24,sub-20099,rg-202,North Europe,Storage Account,50,296,12.35,98.43,0,0,149.11385
2023-08-17,sub-16782,rg-170,Central US,SQL Database,117,572,1.52,92.79,0,0,229.99165
2023-08-01,sub-13444,rg-521,North Europe,SQL Database,211,261,28.7,97.19,0,0,138.34544
2023-11-21,sub-70122,rg-366,Southeast Asia,SQL Database,152,215,3.31,90.34,0,0,75.09192
2021-06-08,sub-43567,rg-309,southeast asia,Cosmos DB,698,704,18.94,99.9,0,0,574.0309
2023-06-06,sub-84558,rg-339,central us,Cosmos DB,337,348,46.82,99.58,0,0,218.46318
2025-11-13,sub-19437,rg-784,West US,SQL Database,416,895,40.94,90.41,1,1,491.99426
2022-12-27,sub-93102,rg-343,Southeast Asia,Functions,327,532,6.2,94.62,0,0,287.44284
2022-09-19,sub-18566,rg-816,West Europe,Virtual Machine,386,719,39.15,92.55,0,0,449.01852
2022-08-13,sub-18136,rg-765,WEST US,Functions,195,494,14.3,95.21,0,1,278.706
2024-02-21,sub-30200,rg-185,CENTRAL US,Cosmos DB,822,1123,8.16,96.59,0,0,798.81854
2025-09-13,sub-91137,rg-760,West Europe,sql database,204,204,44.27,96.61,0,0,166.6126
2025-04-28,sub-74071,rg-384,West Europe,Cosmos DB,259,333,31.31,99.21,0,0,169.26477
2024-09-10,sub-65467,rg-611,WEST US,App Service,860,950,45.05,98.05,0,0,696.8419
2025-03-03,sub-49764,rg-329,west us,Cosmos DB,477,973,39.73,92.38,0,0,711.02826
2021-01-09,sub-27636,rg-828,WEST US,Functions,172,626,4.79,96.51,1,0,346.01593
2023-01-25,sub-82141,rg-115,East US,App Service,18,428,12.24,94.58,0,0,177.14494
2024-03-26,sub-10623,rg-782,Southeast Asia,Virtual Machine,635,767,23.34,95.32,0,0,530.1707
2024-07-25,sub-17110,rg-524,West US,Virtual Machine,368,810,16.5,90.98,0,0,560.95154
2024-03-10,sub-61951,rg-767,WEST US,SQL Database,652,809,11.91,97.79,0,0,623.6878
2025-10-08,sub-87166,rg-209,West Europe,COSMOS DB,829,1225,49.16,98.25,0,0,860.7531
2025-01-30,sub-96318,rg-376,CENTRAL US,Functions,653,659,10.82,93.61,0,1,461.1767
2022-05-01,sub-88684,rg-890,west europe,virtual machine,346,823,1.06,93.99,1,0,463.1892
2022-12-26,sub-67113,rg-625,North Europe,Cosmos DB,741,1145,33.62,98.01,0,0,712.7115
2022-09-01,sub-96433,rg-840,Southeast Asia,Functions,170,612,13.74,93.39,0,0,352.46838
2023-06-03,sub-64684,rg-877,North Europe,Virtual Machine,932,1076,32.94,99.35,0,0,855.9784
2024-07-08,sub-35486,rg-106,Central US,Cosmos DB,192,283,30.77,96.22,0,0,142.43509
2023-05-24,sub-58836,rg-202,West Europe,App Service,67,233,36.85,90.88,0,0,111.168236
2024-11-17,sub-80418,rg-455,west europe,SQL Database,651,817,27.55,96.27,0,0,585.2765
2021-08-21,sub-89549,rg-379,West US,sql database,978,1128,43.58,93.06,0,0,841.24335
2024-11-29,sub-82219,rg-434,North Europe,App Service,389,756,14.42,93.05,0,0,544.6476
2024-06-30,sub-36351,rg-422,North Europe,Storage Account,774,907,15.23,95.59,0,0,639.0118
2025-02-03,sub-98536,rg-958,Southeast Asia,Virtual Machine,590,914,35.25,96.34,0,0,683.21594
2023-12-17,sub-41135,rg-751,East US,Functions,132,244,20.77,97.92,0,0,112.46316
2025-05-22,sub-85361,rg-542,North Europe,VIRTUAL MACHINE,376,854,1.07,91.9,0,0,575.69495
2024-11-20,sub-81788,rg-518,west europe,App Service,858,896,48.35,95.71,0,0,651.7605
2024-12-05,sub-12957,rg-455,Central US,Functions,674,1146,47.45,98.42,0,0,797.7331
2024-12-25,sub-46788,rg-699,SOUTHEAST ASIA,App Service,100,141,34.09,93.18,1,0,74.99946
2025-10-23,sub-46323,rg-114,north europe,SQL Database,88,244,42.13,92.67,0,0,87.54871
2022-10-17,sub-19348,rg-134,WEST US,Cosmos DB,791,1257,3.09,92.02,0,0,869.67633
2021-12-28,sub-46494,rg-978,Southeast Asia,App Service,636,699,45.31,92.16,0,0,473.9301
2022-08-17,sub-51151,rg-437,North Europe,SQL Database,503,504,34.75,96.42,0,0,336.32516
2023-08-27,sub-14886,rg-863,Central US,Virtual Machine,642,757,25.29,98.75,0,0,583.7726
2022-04-14,sub-99974,rg-572,West US,Storage Account,154,393,1.4,99.5,0,0,170.41063
2021-04-27,sub-33538,rg-523,North Europe,App Service,655,944,24.79,96.03,0,0,661.792
2024-05-29,sub-46355,rg-484,southeast asia,Functions,1,336,46.29,91.69,0,0,195.20056
2024-05-04,sub-99180,rg-440,West Europe,App Service,557,929,30.53,93.59,0,0,636.3601
2021-03-20,sub-81041,rg-803,west us,virtual machine,499,843,25.18,95.72,0,0,490.39062
2023-11-23,sub-93164,rg-764,West US,Functions,555,791,21.82,91.79,1,0,542.0743
2022-09-15,sub-95708,rg-132,Southeast Asia,STORAGE ACCOUNT,553,845,45.51,94.02,0,0,612.10754
2022-03-20,sub-19728,rg-691,Southeast Asia,APP SERVICE,640,1115,17.99,90.49,0,0,764.6618
2023-09-18,sub-70518,rg-976,Southeast Asia,cosmos db,988,1465,3.13,91.36,0,0,946.2142
2025-07-31,sub-99011,rg-176,Southeast Asia,APP SERVICE,402,456,7.18,96.08,0,0,220.99953
2025-04-09,sub-60930,rg-758,Central US,SQL Database,691,1136,46.22,94.63,0,0,780.7839
